PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Is indexable page,Hreflang links,Hreflang links codes,Hreflang issues,Hreflang group ID,No. of hreflang inlinks,No. of all inlinks
30,https://www.kinexisdigital.com/es/industries/healthcare/chiropractors,Agencia de Marketing Chiropractors | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/industries/healthcare/chiropractors
https://www.kinexisdigital.com/en/industries/healthcare/chiropractors
https://www.kinexisdigital.com/es/industries/healthcare/chiropractors
https://www.kinexisdigital.com/es/industries/healthcare/chiropractors
https://www.kinexisdigital.com/industries/healthcare/chiropractors","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",10944463507978676788,3,192
30,https://www.kinexisdigital.com/en/services/video-marketing,"Video Marketing for Ads, Social & Web | KINEXIS Digital",text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/services/video-marketing
https://www.kinexisdigital.com/en/services/video-marketing
https://www.kinexisdigital.com/es/services/video-marketing
https://www.kinexisdigital.com/es/services/video-marketing
https://www.kinexisdigital.com/services/video-marketing","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",16149425939815701449,4,195
30,https://www.kinexisdigital.com/en/industries/healthcare,Healthcare Marketing | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/industries/healthcare
https://www.kinexisdigital.com/en/industries/healthcare
https://www.kinexisdigital.com/es/industries/healthcare
https://www.kinexisdigital.com/es/industries/healthcare
https://www.kinexisdigital.com/industries/healthcare","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",483976068147276771,4,195
30,https://www.kinexisdigital.com/en/industries/healthcare/physical-therapy,Physical Therapy Marketing Agency | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/industries/healthcare/physical-therapy
https://www.kinexisdigital.com/en/industries/healthcare/physical-therapy
https://www.kinexisdigital.com/es/industries/healthcare/physical-therapy
https://www.kinexisdigital.com/es/industries/healthcare/physical-therapy
https://www.kinexisdigital.com/industries/healthcare/physical-therapy","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",378437705713923809,4,195
30,https://www.kinexisdigital.com/es/services/local-seo,Agencia SEO Local para Marcas… | KINEXIS Digital,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/services/local-seo
https://www.kinexisdigital.com/en/services/local-seo
https://www.kinexisdigital.com/es/services/local-seo
https://www.kinexisdigital.com/es/services/local-seo
https://www.kinexisdigital.com/services/local-seo","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",4736113522055532524,3,192
30,https://www.kinexisdigital.com/en/industries/healthcare/dental,Dental Marketing Agency | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/industries/healthcare/dental
https://www.kinexisdigital.com/en/industries/healthcare/dental
https://www.kinexisdigital.com/es/industries/healthcare/dental
https://www.kinexisdigital.com/es/industries/healthcare/dental
https://www.kinexisdigital.com/industries/healthcare/dental","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",13823676825357169896,4,195
30,https://www.kinexisdigital.com/en/local-seo-vs-google-ads,Local SEO vs Google Ads | Map Pack or Paid Search?,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/local-seo-vs-google-ads
https://www.kinexisdigital.com/en/local-seo-vs-google-ads
https://www.kinexisdigital.com/es/local-seo-vs-google-ads
https://www.kinexisdigital.com/es/local-seo-vs-google-ads
https://www.kinexisdigital.com/local-seo-vs-google-ads","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",227897446318309510,4,195
30,https://www.kinexisdigital.com/es/locations/bogota,Digital Marketing Agency Bogotá | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/locations/bogota
https://www.kinexisdigital.com/en/locations/bogota
https://www.kinexisdigital.com/es/locations/bogota
https://www.kinexisdigital.com/es/locations/bogota
https://www.kinexisdigital.com/locations/bogota","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",11174895312880045446,3,192
30,https://www.kinexisdigital.com/en/locations/des-moines,Digital Marketing Agency Des Moines | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/locations/des-moines
https://www.kinexisdigital.com/en/locations/des-moines
https://www.kinexisdigital.com/es/locations/des-moines
https://www.kinexisdigital.com/es/locations/des-moines
https://www.kinexisdigital.com/locations/des-moines","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",5966718266152164401,4,195
30,https://www.kinexisdigital.com/es/industries/ecommerce/subscription-boxes,Agencia de Marketing Subscription Boxes | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/industries/ecommerce/subscription-boxes
https://www.kinexisdigital.com/en/industries/ecommerce/subscription-boxes
https://www.kinexisdigital.com/es/industries/ecommerce/subscription-boxes
https://www.kinexisdigital.com/es/industries/ecommerce/subscription-boxes
https://www.kinexisdigital.com/industries/ecommerce/subscription-boxes","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",5922660819781693715,3,192
30,https://www.kinexisdigital.com/es/services/social-media,Agencia Marketing en Redes Sociales para… | KINEXIS Digital,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/services/social-media
https://www.kinexisdigital.com/en/services/social-media
https://www.kinexisdigital.com/es/services/social-media
https://www.kinexisdigital.com/es/services/social-media
https://www.kinexisdigital.com/services/social-media","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",17193769925389440978,3,192
30,https://www.kinexisdigital.com/es/wordpress-vs-webflow,WordPress vs Webflow | ¿Qué Plataforma Elegir?,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/wordpress-vs-webflow
https://www.kinexisdigital.com/en/wordpress-vs-webflow
https://www.kinexisdigital.com/es/wordpress-vs-webflow
https://www.kinexisdigital.com/es/wordpress-vs-webflow
https://www.kinexisdigital.com/wordpress-vs-webflow","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",344033989614925835,3,192
30,https://www.kinexisdigital.com/es/industries/home-services/hvac,Agencia de Marketing HVAC | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/industries/home-services/hvac
https://www.kinexisdigital.com/en/industries/home-services/hvac
https://www.kinexisdigital.com/es/industries/home-services/hvac
https://www.kinexisdigital.com/es/industries/home-services/hvac
https://www.kinexisdigital.com/industries/home-services/hvac","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",2025308760623993418,3,192
30,https://www.kinexisdigital.com/en/locations/austin,Digital Marketing Agency Austin | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/locations/austin
https://www.kinexisdigital.com/en/locations/austin
https://www.kinexisdigital.com/es/locations/austin
https://www.kinexisdigital.com/es/locations/austin
https://www.kinexisdigital.com/locations/austin","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",12361481366521933960,4,195
30,https://www.kinexisdigital.com/en/services/branding,Branding & Identity for B2B Companies | KINEXIS Digital,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/services/branding
https://www.kinexisdigital.com/en/services/branding
https://www.kinexisdigital.com/es/services/branding
https://www.kinexisdigital.com/es/services/branding
https://www.kinexisdigital.com/services/branding","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",5591931180567302374,4,195
30,https://www.kinexisdigital.com/en/industries/ecommerce/b2b-ecommerce,B2B E-Commerce Marketing Agency | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/industries/ecommerce/b2b-ecommerce
https://www.kinexisdigital.com/en/industries/ecommerce/b2b-ecommerce
https://www.kinexisdigital.com/es/industries/ecommerce/b2b-ecommerce
https://www.kinexisdigital.com/es/industries/ecommerce/b2b-ecommerce
https://www.kinexisdigital.com/industries/ecommerce/b2b-ecommerce","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",17215952567657536542,4,195
30,https://www.kinexisdigital.com/en/industries/professional-services/real-estate,Real Estate Marketing Agency | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/industries/professional-services/real-estate
https://www.kinexisdigital.com/en/industries/professional-services/real-estate
https://www.kinexisdigital.com/es/industries/professional-services/real-estate
https://www.kinexisdigital.com/es/industries/professional-services/real-estate
https://www.kinexisdigital.com/industries/professional-services/real-estate","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",10125548554831254848,4,195
30,https://www.kinexisdigital.com/es/seo-vs-ppc,SEO vs PPC | Orgánico vs Pagado,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/seo-vs-ppc
https://www.kinexisdigital.com/en/seo-vs-ppc
https://www.kinexisdigital.com/es/seo-vs-ppc
https://www.kinexisdigital.com/es/seo-vs-ppc
https://www.kinexisdigital.com/seo-vs-ppc","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",220459458594041858,3,192
30,https://www.kinexisdigital.com/en/case-studies,Case Studies | KINEXIS Digital,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/case-studies
https://www.kinexisdigital.com/en/case-studies
https://www.kinexisdigital.com/en/case-studies
https://www.kinexisdigital.com/es/case-studies
https://www.kinexisdigital.com/es/case-studies","307
200
200
200
200","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",10410900482418510470,4,195
30,https://www.kinexisdigital.com/en/industries/ecommerce,E-Commerce Marketing | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/industries/ecommerce
https://www.kinexisdigital.com/en/industries/ecommerce
https://www.kinexisdigital.com/es/industries/ecommerce
https://www.kinexisdigital.com/es/industries/ecommerce
https://www.kinexisdigital.com/industries/ecommerce","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",12163343907721283232,4,195
30,https://www.kinexisdigital.com/en/services/funnels,Funnels and CRO | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/services/funnels
https://www.kinexisdigital.com/en/services/funnels
https://www.kinexisdigital.com/es/services/funnels
https://www.kinexisdigital.com/es/services/funnels
https://www.kinexisdigital.com/services/funnels","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",12671091042614047033,4,195
30,https://www.kinexisdigital.com/es/services/growth-consulting,Consultoría de Crecimiento para… | KINEXIS Digital,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/services/growth-consulting
https://www.kinexisdigital.com/en/services/growth-consulting
https://www.kinexisdigital.com/es/services/growth-consulting
https://www.kinexisdigital.com/es/services/growth-consulting
https://www.kinexisdigital.com/services/growth-consulting","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",12398166166155652994,3,192
30,https://www.kinexisdigital.com/en/industries/technology/ai-companies,AI Companies Marketing Agency | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/industries/technology/ai-companies
https://www.kinexisdigital.com/en/industries/technology/ai-companies
https://www.kinexisdigital.com/es/industries/technology/ai-companies
https://www.kinexisdigital.com/es/industries/technology/ai-companies
https://www.kinexisdigital.com/industries/technology/ai-companies","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",1862297942062841792,4,195
30,https://www.kinexisdigital.com/es/industries/financial-services/credit-unions,Agencia de Marketing Credit Unions | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/industries/financial-services/credit-unions
https://www.kinexisdigital.com/en/industries/financial-services/credit-unions
https://www.kinexisdigital.com/es/industries/financial-services/credit-unions
https://www.kinexisdigital.com/es/industries/financial-services/credit-unions
https://www.kinexisdigital.com/industries/financial-services/credit-unions","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",30466110483322961,3,192
30,https://www.kinexisdigital.com/es/industries/professional-services/accountants,Agencia de Marketing Accountants | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/industries/professional-services/accountants
https://www.kinexisdigital.com/en/industries/professional-services/accountants
https://www.kinexisdigital.com/es/industries/professional-services/accountants
https://www.kinexisdigital.com/es/industries/professional-services/accountants
https://www.kinexisdigital.com/industries/professional-services/accountants","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",8205608570301831592,3,192
30,https://www.kinexisdigital.com/es/industries/technology/startups,Agencia de Marketing Startups | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/industries/technology/startups
https://www.kinexisdigital.com/en/industries/technology/startups
https://www.kinexisdigital.com/es/industries/technology/startups
https://www.kinexisdigital.com/es/industries/technology/startups
https://www.kinexisdigital.com/industries/technology/startups","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",4758934079505017703,3,192
30,https://www.kinexisdigital.com/en/industries/home-services,Home Services Marketing | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/industries/home-services
https://www.kinexisdigital.com/en/industries/home-services
https://www.kinexisdigital.com/es/industries/home-services
https://www.kinexisdigital.com/es/industries/home-services
https://www.kinexisdigital.com/industries/home-services","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",10693917075574137615,4,195
30,https://www.kinexisdigital.com/es/blog/landing-page-best-practices,Mejores Prácticas de Landing Pages para Tráfico… | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/blog/landing-page-best-practices
https://www.kinexisdigital.com/en/blog/landing-page-best-practices
https://www.kinexisdigital.com/en/blog/landing-page-best-practices
https://www.kinexisdigital.com/es/blog/landing-page-best-practices
https://www.kinexisdigital.com/es/blog/landing-page-best-practices","307
200
200
200
200","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",15593622094012727793,3,192
30,https://www.kinexisdigital.com/es/industries/technology/ai-companies,Agencia de Marketing AI Companies | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/industries/technology/ai-companies
https://www.kinexisdigital.com/en/industries/technology/ai-companies
https://www.kinexisdigital.com/es/industries/technology/ai-companies
https://www.kinexisdigital.com/es/industries/technology/ai-companies
https://www.kinexisdigital.com/industries/technology/ai-companies","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",1862297942062841792,3,192
30,https://www.kinexisdigital.com/es/industries/home-services/roofing,Agencia de Marketing Roofing | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/industries/home-services/roofing
https://www.kinexisdigital.com/en/industries/home-services/roofing
https://www.kinexisdigital.com/es/industries/home-services/roofing
https://www.kinexisdigital.com/es/industries/home-services/roofing
https://www.kinexisdigital.com/industries/home-services/roofing","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",10203412585409768162,3,192
30,https://www.kinexisdigital.com/en/industries/financial-services/financial-advisors,Financial Advisors Marketing Agency | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/industries/financial-services/financial-advisors
https://www.kinexisdigital.com/en/industries/financial-services/financial-advisors
https://www.kinexisdigital.com/es/industries/financial-services/financial-advisors
https://www.kinexisdigital.com/es/industries/financial-services/financial-advisors
https://www.kinexisdigital.com/industries/financial-services/financial-advisors","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",18155620555666541570,4,195
30,https://www.kinexisdigital.com/es/industries/home-services/landscaping,Agencia de Marketing Landscaping | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/industries/home-services/landscaping
https://www.kinexisdigital.com/en/industries/home-services/landscaping
https://www.kinexisdigital.com/es/industries/home-services/landscaping
https://www.kinexisdigital.com/es/industries/home-services/landscaping
https://www.kinexisdigital.com/industries/home-services/landscaping","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",1188108655988065235,3,192
30,https://www.kinexisdigital.com/en/industries/manufacturing/b2b-manufacturing,B2B Manufacturing Marketing Agency | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/industries/manufacturing/b2b-manufacturing
https://www.kinexisdigital.com/en/industries/manufacturing/b2b-manufacturing
https://www.kinexisdigital.com/es/industries/manufacturing/b2b-manufacturing
https://www.kinexisdigital.com/es/industries/manufacturing/b2b-manufacturing
https://www.kinexisdigital.com/industries/manufacturing/b2b-manufacturing","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",14813427683011244125,4,195
30,https://www.kinexisdigital.com/es/industries/home-services,Home Services Marketing | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/industries/home-services
https://www.kinexisdigital.com/en/industries/home-services
https://www.kinexisdigital.com/es/industries/home-services
https://www.kinexisdigital.com/es/industries/home-services
https://www.kinexisdigital.com/industries/home-services","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",10693917075574137615,3,192
30,https://www.kinexisdigital.com/en/industries/manufacturing/automotive,Automotive Marketing Agency | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/industries/manufacturing/automotive
https://www.kinexisdigital.com/en/industries/manufacturing/automotive
https://www.kinexisdigital.com/es/industries/manufacturing/automotive
https://www.kinexisdigital.com/es/industries/manufacturing/automotive
https://www.kinexisdigital.com/industries/manufacturing/automotive","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",6239209754412924182,4,195
30,https://www.kinexisdigital.com/es/services,Servicios de Marketing Digital | KINEXIS Digital,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/services
https://www.kinexisdigital.com/en/services
https://www.kinexisdigital.com/es/services
https://www.kinexisdigital.com/es/services
https://www.kinexisdigital.com/services","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",12264661443964754745,3,192
30,https://www.kinexisdigital.com/en/services/local-seo,Local SEO for Map Pack Rankings | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/services/local-seo
https://www.kinexisdigital.com/en/services/local-seo
https://www.kinexisdigital.com/es/services/local-seo
https://www.kinexisdigital.com/es/services/local-seo
https://www.kinexisdigital.com/services/local-seo","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",4736113522055532524,4,195
30,https://www.kinexisdigital.com/es/industries/professional-services/medical-practices,Agencia de Marketing Medical Practices | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/industries/professional-services/medical-practices
https://www.kinexisdigital.com/en/industries/professional-services/medical-practices
https://www.kinexisdigital.com/es/industries/professional-services/medical-practices
https://www.kinexisdigital.com/es/industries/professional-services/medical-practices
https://www.kinexisdigital.com/industries/professional-services/medical-practices","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",6715864600779230210,3,192
30,https://www.kinexisdigital.com/en/industries/home-services/roofing,Roofing Marketing Agency | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/industries/home-services/roofing
https://www.kinexisdigital.com/en/industries/home-services/roofing
https://www.kinexisdigital.com/es/industries/home-services/roofing
https://www.kinexisdigital.com/es/industries/home-services/roofing
https://www.kinexisdigital.com/industries/home-services/roofing","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",10203412585409768162,4,195
30,https://www.kinexisdigital.com/es/services/google-ads,Agencia de Gestión Google Ads | Search y… | KINEXIS Digital,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/services/google-ads
https://www.kinexisdigital.com/en/services/google-ads
https://www.kinexisdigital.com/es/services/google-ads
https://www.kinexisdigital.com/es/services/google-ads
https://www.kinexisdigital.com/services/google-ads","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",8521089265225444774,3,192
30,https://www.kinexisdigital.com/es/services/branding,Agencia de Branding para Empresas B2B | KINEXIS Digital,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/services/branding
https://www.kinexisdigital.com/en/services/branding
https://www.kinexisdigital.com/es/services/branding
https://www.kinexisdigital.com/es/services/branding
https://www.kinexisdigital.com/services/branding","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",5591931180567302374,3,192
30,https://www.kinexisdigital.com/es/services/meta-ads,Agencia de Gestión Meta Ads | Facebook e… | KINEXIS Digital,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/services/meta-ads
https://www.kinexisdigital.com/en/services/meta-ads
https://www.kinexisdigital.com/es/services/meta-ads
https://www.kinexisdigital.com/es/services/meta-ads
https://www.kinexisdigital.com/services/meta-ads","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",3154866122416936559,3,192
30,https://www.kinexisdigital.com/en/industries/healthcare/wellness,Wellness Marketing Agency | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/industries/healthcare/wellness
https://www.kinexisdigital.com/en/industries/healthcare/wellness
https://www.kinexisdigital.com/es/industries/healthcare/wellness
https://www.kinexisdigital.com/es/industries/healthcare/wellness
https://www.kinexisdigital.com/industries/healthcare/wellness","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",15769837769033776429,4,195
30,https://www.kinexisdigital.com/es/industries/technology/saas,Agencia de Marketing SaaS | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/industries/technology/saas
https://www.kinexisdigital.com/en/industries/technology/saas
https://www.kinexisdigital.com/es/industries/technology/saas
https://www.kinexisdigital.com/es/industries/technology/saas
https://www.kinexisdigital.com/industries/technology/saas","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",6987721660753650452,3,192
30,https://www.kinexisdigital.com/en/industries/financial-services/banks,Banks Marketing Agency | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/industries/financial-services/banks
https://www.kinexisdigital.com/en/industries/financial-services/banks
https://www.kinexisdigital.com/es/industries/financial-services/banks
https://www.kinexisdigital.com/es/industries/financial-services/banks
https://www.kinexisdigital.com/industries/financial-services/banks","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",12090060536072713479,4,195
30,https://www.kinexisdigital.com/es/contact,Contacto KINEXIS Digital | Reserva una Llamada,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/contact
https://www.kinexisdigital.com/en/contact
https://www.kinexisdigital.com/en/contact
https://www.kinexisdigital.com/es/contact
https://www.kinexisdigital.com/es/contact","307
200
200
200
200","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",13020541520883927403,3,192
30,https://www.kinexisdigital.com/en/industries/home-services/plumbing,Plumbing Marketing Agency | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/industries/home-services/plumbing
https://www.kinexisdigital.com/en/industries/home-services/plumbing
https://www.kinexisdigital.com/es/industries/home-services/plumbing
https://www.kinexisdigital.com/es/industries/home-services/plumbing
https://www.kinexisdigital.com/industries/home-services/plumbing","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",13095306857933199599,4,195
30,https://www.kinexisdigital.com/en/industries/ecommerce/amazon-sellers,Amazon Sellers Marketing Agency | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/industries/ecommerce/amazon-sellers
https://www.kinexisdigital.com/en/industries/ecommerce/amazon-sellers
https://www.kinexisdigital.com/es/industries/ecommerce/amazon-sellers
https://www.kinexisdigital.com/es/industries/ecommerce/amazon-sellers
https://www.kinexisdigital.com/industries/ecommerce/amazon-sellers","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",14497008380603651084,4,195
30,https://www.kinexisdigital.com/es/industries/professional-services/real-estate,Agencia de Marketing Real Estate | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/industries/professional-services/real-estate
https://www.kinexisdigital.com/en/industries/professional-services/real-estate
https://www.kinexisdigital.com/es/industries/professional-services/real-estate
https://www.kinexisdigital.com/es/industries/professional-services/real-estate
https://www.kinexisdigital.com/industries/professional-services/real-estate","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",10125548554831254848,3,192
30,https://www.kinexisdigital.com/es/industries/manufacturing/packaging,Agencia de Marketing Packaging | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/industries/manufacturing/packaging
https://www.kinexisdigital.com/en/industries/manufacturing/packaging
https://www.kinexisdigital.com/es/industries/manufacturing/packaging
https://www.kinexisdigital.com/es/industries/manufacturing/packaging
https://www.kinexisdigital.com/industries/manufacturing/packaging","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",13162060964654448258,3,192
30,https://www.kinexisdigital.com/en/industries/ecommerce/shopify-brands,Shopify Brands Marketing Agency | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/industries/ecommerce/shopify-brands
https://www.kinexisdigital.com/en/industries/ecommerce/shopify-brands
https://www.kinexisdigital.com/es/industries/ecommerce/shopify-brands
https://www.kinexisdigital.com/es/industries/ecommerce/shopify-brands
https://www.kinexisdigital.com/industries/ecommerce/shopify-brands","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",16113261680499016530,4,195
