PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Is indexable page,HTML lang,Self-hreflang,Is valid HTML lang,Is valid self-hreflang,No. of all inlinks
20,https://www.kinexisdigital.com/es/locations/waterloo/seo,SEO Waterloo | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",4
20,https://www.kinexisdigital.com/es/pricing/meta-ads,"Precios Meta Ads | Gestión desde $1,500/mes | KINEXIS",text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",4
20,https://www.kinexisdigital.com/es/locations/austin/seo,SEO Austin | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",4
20,https://www.kinexisdigital.com/es/blog/ga4-reporting,Reportes GA4 para Equipos de Marketing | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",5
20,https://www.kinexisdigital.com/es/pricing/content-marketing,Content Marketing Pricing | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",4
20,https://www.kinexisdigital.com/es/blog/roas-calculations,Cálculos de ROAS: Midiendo la Rentabilidad Real… | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",6
20,https://www.kinexisdigital.com/es/blog/automated-nurture-sequences,Secuencias de Nutrición Automatizadas que… | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",5
20,https://www.kinexisdigital.com/es/locations/dallas/ppc-management,PPC Management Dallas | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",4
20,https://www.kinexisdigital.com/es/solutions/email-marketing-for-saas,Email Marketing for SaaS | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",5
20,https://www.kinexisdigital.com/es/locations/des-moines/web-design,Web Design Des Moines | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",4
20,https://www.kinexisdigital.com/es/blog/link-building-strategies,Estrategias de Link Building que Siguen… | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",5
20,https://www.kinexisdigital.com/es/locations/cedar-rapids/google-ads,Google Ads Cedar Rapids | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",4
20,https://www.kinexisdigital.com/es/solutions/seo-for-law-firms,SEO for Law Firms | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",5
20,https://www.kinexisdigital.com/es/locations/bogota/seo,SEO Bogotá | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",4
20,https://www.kinexisdigital.com/es/blog/email-nurture-sequences-that-book-calls,Secuencias de Email que Realmente Agendan Llamadas | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",6
20,https://www.kinexisdigital.com/es/locations/cedar-falls/ppc-management,PPC Management Cedar Falls | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",4
20,https://www.kinexisdigital.com/es/pricing/ppc-management,PPC Pricing | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",4
20,https://www.kinexisdigital.com/es/solutions/ai-marketing-agency,AI Marketing Agency | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",5
20,https://www.kinexisdigital.com/es/blog/local-seo-strategy-2026,Estrategia de SEO Local para 2026: Qué Ha… | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",5
20,https://www.kinexisdigital.com/es/blog/local-business-growth-playbook,El Playbook de Crecimiento para Negocios Locales:… | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",6
20,https://www.kinexisdigital.com/es/blog/website-conversion-optimization,7 Cambios en el Sitio Web que Aumentaron las… | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",6
20,https://www.kinexisdigital.com/es/blog/google-business-profile-tips,Google Business Profile: La Lista Completa de… | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",6
20,https://www.kinexisdigital.com/es/blog/landing-page-optimization,Playbook de Optimización de Landing Pages | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",5
20,https://www.kinexisdigital.com/es/blog/seo-vs-google-ads,SEO vs. Google Ads: ¿Dónde Deberías Invertir… | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",7
20,https://www.kinexisdigital.com/es/solutions/cro-for-saas-companies,CRO for SaaS Companies | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",4
20,https://www.kinexisdigital.com/es/locations/waterloo/web-design,Web Design Waterloo | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",4
20,https://www.kinexisdigital.com/es/locations/bogota/ppc-management,PPC Management Bogotá | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",4
20,https://www.kinexisdigital.com/es/pricing/branding,Branding Pricing | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",4
20,https://www.kinexisdigital.com/es/blog/heatmap-analysis,Análisis de Heatmaps para Optimización de… | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",4
20,https://www.kinexisdigital.com/es/blog/negative-keywords-guide,Guía de Palabras Clave Negativas para PPC | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",5
20,https://www.kinexisdigital.com/es/pricing/social-media,Social Media Marketing Pricing | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",4
20,https://www.kinexisdigital.com/es/pricing/funnels,Funnels and CRO Pricing | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",4
20,https://www.kinexisdigital.com/es/blog/internal-linking-guide,Guía de Enlazado Interno para Autoridad SEO | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",5
20,https://www.kinexisdigital.com/es/locations/austin/web-design,Web Design Austin | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",4
20,https://www.kinexisdigital.com/es/pricing/local-seo,Local SEO Pricing | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",4
20,https://www.kinexisdigital.com/es/locations/waterloo/google-ads,Google Ads Waterloo | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",4
20,https://www.kinexisdigital.com/es/pricing/paid-ads,Paid Ads Pricing | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",4
20,https://www.kinexisdigital.com/es/locations/bogota/google-ads,Google Ads Bogotá | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",4
0,https://www.kinexisdigital.com/es/lead-magnet,Auditoría Gratis | KINEXIS Digital,text/html; charset=utf-8,false,200,0,false,es-419,"es-419
es",false,"false
true",4
