PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Redirect URL,Redirect URL code,Redirect URL patch,Redirect URL patch status,Redirect chain URLs,Redirect chain URLs codes,Is redirect loop,No. of all inlinks,No. of redirect inlinks,First found at
0,https://www.kinexisdigital.com/locations/cedar-rapids,,,false,307,0,https://www.kinexisdigital.com/en/locations/cedar-rapids,200,,,https://www.kinexisdigital.com/en/locations/cedar-rapids,200,false,2,0,https://www.kinexisdigital.com/en/locations/cedar-rapids
0,https://www.kinexisdigital.com/industries/professional-services/real-estate,,,false,307,0,https://www.kinexisdigital.com/en/industries/professional-services/real-estate,200,,,https://www.kinexisdigital.com/en/industries/professional-services/real-estate,200,false,2,0,https://www.kinexisdigital.com/en/industries/professional-services/real-estate
0,https://www.kinexisdigital.com/industries/manufacturing/food-production,,,false,307,0,https://www.kinexisdigital.com/en/industries/manufacturing/food-production,200,,,https://www.kinexisdigital.com/en/industries/manufacturing/food-production,200,false,2,0,https://www.kinexisdigital.com/en/industries/manufacturing/food-production
0,https://www.kinexisdigital.com/industries/home-services/roofing,,,false,307,0,https://www.kinexisdigital.com/en/industries/home-services/roofing,200,,,https://www.kinexisdigital.com/en/industries/home-services/roofing,200,false,2,0,https://www.kinexisdigital.com/en/industries/home-services/roofing
0,https://www.kinexisdigital.com/case-studies/landscaping-company-growth,,,false,307,0,https://www.kinexisdigital.com/en/case-studies/landscaping-company-growth,200,,,https://www.kinexisdigital.com/en/case-studies/landscaping-company-growth,200,false,2,0,https://www.kinexisdigital.com/en/case-studies/landscaping-company-growth
0,https://www.kinexisdigital.com/case-studies/b2b-consulting-firm,,,false,307,0,https://www.kinexisdigital.com/en/case-studies/b2b-consulting-firm,200,,,https://www.kinexisdigital.com/en/case-studies/b2b-consulting-firm,200,false,2,0,https://www.kinexisdigital.com/en/case-studies/b2b-consulting-firm
0,https://www.kinexisdigital.com/case-studies,,,false,307,0,https://www.kinexisdigital.com/en/case-studies,200,,,https://www.kinexisdigital.com/en/case-studies,200,false,2,0,https://www.kinexisdigital.com/en/case-studies
0,https://www.kinexisdigital.com/lead-magnet,,,false,307,0,https://www.kinexisdigital.com/en/lead-magnet,200,,,https://www.kinexisdigital.com/en/lead-magnet,200,false,2,0,https://www.kinexisdigital.com/en/lead-magnet
0,https://www.kinexisdigital.com/industries/home-services,,,false,307,0,https://www.kinexisdigital.com/en/industries/home-services,200,,,https://www.kinexisdigital.com/en/industries/home-services,200,false,2,0,https://www.kinexisdigital.com/en/industries/home-services
0,https://www.kinexisdigital.com/locations/bogota/google-ads,,,false,307,0,https://www.kinexisdigital.com/en/locations/bogota/google-ads,200,,,https://www.kinexisdigital.com/en/locations/bogota/google-ads,200,false,2,0,https://www.kinexisdigital.com/en/locations/bogota/google-ads
0,https://www.kinexisdigital.com/solutions/email-marketing-for-saas,,,false,307,0,https://www.kinexisdigital.com/en/solutions/email-marketing-for-saas,200,,,https://www.kinexisdigital.com/en/solutions/email-marketing-for-saas,200,false,2,0,https://www.kinexisdigital.com/en/solutions/email-marketing-for-saas
0,https://www.kinexisdigital.com/industries/healthcare/chiropractors,,,false,307,0,https://www.kinexisdigital.com/en/industries/healthcare/chiropractors,200,,,https://www.kinexisdigital.com/en/industries/healthcare/chiropractors,200,false,2,0,https://www.kinexisdigital.com/en/industries/healthcare/chiropractors
0,https://www.kinexisdigital.com/locations/bogota/web-design,,,false,307,0,https://www.kinexisdigital.com/en/locations/bogota/web-design,200,,,https://www.kinexisdigital.com/en/locations/bogota/web-design,200,false,2,0,https://www.kinexisdigital.com/en/locations/bogota/web-design
0,http://kinexisdigital.com/,,,false,301,0,https://www.kinexisdigital.com/,307,,,"https://www.kinexisdigital.com/
https://www.kinexisdigital.com/en","307
200",false,0,0,
0,https://www.kinexisdigital.com/pricing/seo,,,false,307,0,https://www.kinexisdigital.com/en/pricing/seo,200,,,https://www.kinexisdigital.com/en/pricing/seo,200,false,2,0,https://www.kinexisdigital.com/en/pricing/seo
0,https://www.kinexisdigital.com/locations/bogota,,,false,307,0,https://www.kinexisdigital.com/en/locations/bogota,200,,,https://www.kinexisdigital.com/en/locations/bogota,200,false,2,0,https://www.kinexisdigital.com/en/locations/bogota
0,https://www.kinexisdigital.com/solutions/startup-marketing-agency,,,false,307,0,https://www.kinexisdigital.com/en/solutions/startup-marketing-agency,200,,,https://www.kinexisdigital.com/en/solutions/startup-marketing-agency,200,false,2,0,https://www.kinexisdigital.com/en/solutions/startup-marketing-agency
0,https://www.kinexisdigital.com/case-studies/dental-practice-local-seo,,,false,307,0,https://www.kinexisdigital.com/en/case-studies/dental-practice-local-seo,200,,,https://www.kinexisdigital.com/en/case-studies/dental-practice-local-seo,200,false,2,0,https://www.kinexisdigital.com/en/case-studies/dental-practice-local-seo
0,https://www.kinexisdigital.com/privacy,,,false,307,0,https://www.kinexisdigital.com/en/privacy,200,,,https://www.kinexisdigital.com/en/privacy,200,false,2,0,https://www.kinexisdigital.com/en/privacy
0,https://www.kinexisdigital.com/pricing/growth-consulting,,,false,307,0,https://www.kinexisdigital.com/en/pricing/growth-consulting,200,,,https://www.kinexisdigital.com/en/pricing/growth-consulting,200,false,2,0,https://www.kinexisdigital.com/en/pricing/growth-consulting
0,https://www.kinexisdigital.com/locations/toronto/ppc-management,,,false,307,0,https://www.kinexisdigital.com/en/locations/toronto/ppc-management,200,,,https://www.kinexisdigital.com/en/locations/toronto/ppc-management,200,false,2,0,https://www.kinexisdigital.com/en/locations/toronto/ppc-management
0,https://www.kinexisdigital.com/case-studies/fintech-app-startup,,,false,307,0,https://www.kinexisdigital.com/en/case-studies/fintech-app-startup,200,,,https://www.kinexisdigital.com/en/case-studies/fintech-app-startup,200,false,2,0,https://www.kinexisdigital.com/en/case-studies/fintech-app-startup
0,https://www.kinexisdigital.com/pricing/email-marketing,,,false,307,0,https://www.kinexisdigital.com/en/pricing/email-marketing,200,,,https://www.kinexisdigital.com/en/pricing/email-marketing,200,false,2,0,https://www.kinexisdigital.com/en/pricing/email-marketing
0,https://www.kinexisdigital.com/terms,,,false,307,0,https://www.kinexisdigital.com/en/terms,200,,,https://www.kinexisdigital.com/en/terms,200,false,2,0,https://www.kinexisdigital.com/en/terms
0,https://www.kinexisdigital.com/pricing/video-marketing,,,false,307,0,https://www.kinexisdigital.com/en/pricing/video-marketing,200,,,https://www.kinexisdigital.com/en/pricing/video-marketing,200,false,2,0,https://www.kinexisdigital.com/en/pricing/video-marketing
0,https://www.kinexisdigital.com/blog/email-nurture-sequences-that-book-calls,,,false,307,0,https://www.kinexisdigital.com/en/blog/email-nurture-sequences-that-book-calls,200,,,https://www.kinexisdigital.com/en/blog/email-nurture-sequences-that-book-calls,200,false,2,0,https://www.kinexisdigital.com/es/blog/email-nurture-sequences-that-book-calls
0,https://www.kinexisdigital.com/blog/ga4-reporting,,,false,307,0,https://www.kinexisdigital.com/en/blog/ga4-reporting,200,,,https://www.kinexisdigital.com/en/blog/ga4-reporting,200,false,2,0,https://www.kinexisdigital.com/en/blog/ga4-reporting
0,http://www.kinexisdigital.com/services/analytics,,,false,307,0,http://www.kinexisdigital.com/en/services/analytics,200,,,http://www.kinexisdigital.com/en/services/analytics,200,false,4,0,http://www.kinexisdigital.com/en/blog/roas-calculations
0,https://www.kinexisdigital.com/industries/financial-services/banks,,,false,307,0,https://www.kinexisdigital.com/en/industries/financial-services/banks,200,,,https://www.kinexisdigital.com/en/industries/financial-services/banks,200,false,2,0,https://www.kinexisdigital.com/en/industries/financial-services/banks
0,https://www.kinexisdigital.com/industries/ecommerce,,,false,307,0,https://www.kinexisdigital.com/en/industries/ecommerce,200,,,https://www.kinexisdigital.com/en/industries/ecommerce,200,false,2,0,https://www.kinexisdigital.com/en/industries/ecommerce
0,https://www.kinexisdigital.com/locations/toronto/web-design,,,false,307,0,https://www.kinexisdigital.com/en/locations/toronto/web-design,200,,,https://www.kinexisdigital.com/en/locations/toronto/web-design,200,false,2,0,https://www.kinexisdigital.com/en/locations/toronto/web-design
0,https://www.kinexisdigital.com/services,,,false,307,0,https://www.kinexisdigital.com/en/services,200,,,https://www.kinexisdigital.com/en/services,200,false,2,0,https://www.kinexisdigital.com/en/services
0,https://www.kinexisdigital.com/locations/austin,,,false,307,0,https://www.kinexisdigital.com/en/locations/austin,200,,,https://www.kinexisdigital.com/en/locations/austin,200,false,2,0,https://www.kinexisdigital.com/en/locations/austin
0,https://www.kinexisdigital.com/services/growth-consulting,,,false,307,0,https://www.kinexisdigital.com/en/services/growth-consulting,200,,,https://www.kinexisdigital.com/en/services/growth-consulting,200,false,2,0,https://www.kinexisdigital.com/en/services/growth-consulting
0,https://www.kinexisdigital.com/case-studies/saas-analytics-platform,,,false,307,0,https://www.kinexisdigital.com/en/case-studies/saas-analytics-platform,200,,,https://www.kinexisdigital.com/en/case-studies/saas-analytics-platform,200,false,2,0,https://www.kinexisdigital.com/en/case-studies/saas-analytics-platform
0,https://www.kinexisdigital.com/locations/waterloo/google-ads,,,false,307,0,https://www.kinexisdigital.com/en/locations/waterloo/google-ads,200,,,https://www.kinexisdigital.com/en/locations/waterloo/google-ads,200,false,2,0,https://www.kinexisdigital.com/en/locations/waterloo/google-ads
0,https://www.kinexisdigital.com/industries/hospitality/resorts,,,false,307,0,https://www.kinexisdigital.com/en/industries/hospitality/resorts,200,,,https://www.kinexisdigital.com/en/industries/hospitality/resorts,200,false,2,0,https://www.kinexisdigital.com/en/industries/hospitality/resorts
0,https://www.kinexisdigital.com/contact,,,false,307,0,https://www.kinexisdigital.com/en/contact,200,,,https://www.kinexisdigital.com/en/contact,200,false,2,0,https://www.kinexisdigital.com/en/contact
0,https://www.kinexisdigital.com/locations/cedar-rapids/ppc-management,,,false,307,0,https://www.kinexisdigital.com/en/locations/cedar-rapids/ppc-management,200,,,https://www.kinexisdigital.com/en/locations/cedar-rapids/ppc-management,200,false,2,0,https://www.kinexisdigital.com/es/locations/cedar-rapids/ppc-management
0,https://www.kinexisdigital.com/pricing/funnels,,,false,307,0,https://www.kinexisdigital.com/en/pricing/funnels,200,,,https://www.kinexisdigital.com/en/pricing/funnels,200,false,2,0,https://www.kinexisdigital.com/en/pricing/funnels
0,https://www.kinexisdigital.com/industries/home-services/plumbing,,,false,307,0,https://www.kinexisdigital.com/en/industries/home-services/plumbing,200,,,https://www.kinexisdigital.com/en/industries/home-services/plumbing,200,false,2,0,https://www.kinexisdigital.com/en/industries/home-services/plumbing
0,https://www.kinexisdigital.com/locations/cedar-rapids/google-ads,,,false,307,0,https://www.kinexisdigital.com/en/locations/cedar-rapids/google-ads,200,,,https://www.kinexisdigital.com/en/locations/cedar-rapids/google-ads,200,false,2,0,https://www.kinexisdigital.com/en/locations/cedar-rapids/google-ads
0,https://www.kinexisdigital.com/industries/manufacturing/packaging,,,false,307,0,https://www.kinexisdigital.com/en/industries/manufacturing/packaging,200,,,https://www.kinexisdigital.com/en/industries/manufacturing/packaging,200,false,2,0,https://www.kinexisdigital.com/en/industries/manufacturing/packaging
0,https://www.kinexisdigital.com/locations,,,false,307,0,https://www.kinexisdigital.com/en/locations,200,,,https://www.kinexisdigital.com/en/locations,200,false,2,0,https://www.kinexisdigital.com/en/locations
0,https://www.kinexisdigital.com/blog/conversion-psychology,,,false,307,0,https://www.kinexisdigital.com/en/blog/conversion-psychology,200,,,https://www.kinexisdigital.com/en/blog/conversion-psychology,200,false,2,0,https://www.kinexisdigital.com/en/blog/conversion-psychology
0,https://www.kinexisdigital.com/pricing/paid-ads,,,false,307,0,https://www.kinexisdigital.com/en/pricing/paid-ads,200,,,https://www.kinexisdigital.com/en/pricing/paid-ads,200,false,2,0,https://www.kinexisdigital.com/en/pricing/paid-ads
0,https://www.kinexisdigital.com/locations/cedar-falls/seo,,,false,307,0,https://www.kinexisdigital.com/en/locations/cedar-falls/seo,200,,,https://www.kinexisdigital.com/en/locations/cedar-falls/seo,200,false,2,0,https://www.kinexisdigital.com/en/locations/cedar-falls/seo
0,https://www.kinexisdigital.com/industries/manufacturing,,,false,307,0,https://www.kinexisdigital.com/en/industries/manufacturing,200,,,https://www.kinexisdigital.com/en/industries/manufacturing,200,false,2,0,https://www.kinexisdigital.com/en/industries/manufacturing
0,https://www.kinexisdigital.com/industries/healthcare/dental,,,false,307,0,https://www.kinexisdigital.com/en/industries/healthcare/dental,200,,,https://www.kinexisdigital.com/en/industries/healthcare/dental,200,false,2,0,https://www.kinexisdigital.com/en/industries/healthcare/dental
0,https://kinexisdigital.com/,,,false,301,0,https://www.kinexisdigital.com/,307,,,"https://www.kinexisdigital.com/
https://www.kinexisdigital.com/en","307
200",false,0,0,
0,https://www.kinexisdigital.com/industries/hospitality/restaurants,,,false,307,0,https://www.kinexisdigital.com/en/industries/hospitality/restaurants,200,,,https://www.kinexisdigital.com/en/industries/hospitality/restaurants,200,false,2,0,https://www.kinexisdigital.com/en/industries/hospitality/restaurants
0,https://www.kinexisdigital.com/pricing/web-design,,,false,307,0,https://www.kinexisdigital.com/en/pricing/web-design,200,,,https://www.kinexisdigital.com/en/pricing/web-design,200,false,2,0,https://www.kinexisdigital.com/en/pricing/web-design
0,https://www.kinexisdigital.com/locations/cedar-falls/web-design,,,false,307,0,https://www.kinexisdigital.com/en/locations/cedar-falls/web-design,200,,,https://www.kinexisdigital.com/en/locations/cedar-falls/web-design,200,false,2,0,https://www.kinexisdigital.com/en/locations/cedar-falls/web-design
0,https://www.kinexisdigital.com/pricing/social-media,,,false,307,0,https://www.kinexisdigital.com/en/pricing/social-media,200,,,https://www.kinexisdigital.com/en/pricing/social-media,200,false,2,0,https://www.kinexisdigital.com/en/pricing/social-media
0,https://www.kinexisdigital.com/blog/attribution-models,,,false,307,0,https://www.kinexisdigital.com/en/blog/attribution-models,200,,,https://www.kinexisdigital.com/en/blog/attribution-models,200,false,2,0,https://www.kinexisdigital.com/en/blog/attribution-models
0,https://www.kinexisdigital.com/industries/ecommerce/amazon-sellers,,,false,307,0,https://www.kinexisdigital.com/en/industries/ecommerce/amazon-sellers,200,,,https://www.kinexisdigital.com/en/industries/ecommerce/amazon-sellers,200,false,2,0,https://www.kinexisdigital.com/en/industries/ecommerce/amazon-sellers
0,https://www.kinexisdigital.com/industries/technology/cybersecurity,,,false,307,0,https://www.kinexisdigital.com/en/industries/technology/cybersecurity,200,,,https://www.kinexisdigital.com/en/industries/technology/cybersecurity,200,false,2,0,https://www.kinexisdigital.com/en/industries/technology/cybersecurity
0,https://www.kinexisdigital.com/locations/bogota/seo,,,false,307,0,https://www.kinexisdigital.com/en/locations/bogota/seo,200,,,https://www.kinexisdigital.com/en/locations/bogota/seo,200,false,2,0,https://www.kinexisdigital.com/en/locations/bogota/seo
0,https://www.kinexisdigital.com/industries/manufacturing/b2b-manufacturing,,,false,307,0,https://www.kinexisdigital.com/en/industries/manufacturing/b2b-manufacturing,200,,,https://www.kinexisdigital.com/en/industries/manufacturing/b2b-manufacturing,200,false,2,0,https://www.kinexisdigital.com/en/industries/manufacturing/b2b-manufacturing
0,https://www.kinexisdigital.com/blog/internal-linking-guide,,,false,307,0,https://www.kinexisdigital.com/en/blog/internal-linking-guide,200,,,https://www.kinexisdigital.com/en/blog/internal-linking-guide,200,false,2,0,https://www.kinexisdigital.com/en/blog/internal-linking-guide
0,https://www.kinexisdigital.com/industries/professional-services/law-firms,,,false,307,0,https://www.kinexisdigital.com/en/industries/professional-services/law-firms,200,,,https://www.kinexisdigital.com/en/industries/professional-services/law-firms,200,false,2,0,https://www.kinexisdigital.com/en/industries/professional-services/law-firms
0,https://www.kinexisdigital.com/blog/marketing-dashboards,,,false,307,0,https://www.kinexisdigital.com/en/blog/marketing-dashboards,200,,,https://www.kinexisdigital.com/en/blog/marketing-dashboards,200,false,2,0,https://www.kinexisdigital.com/en/blog/marketing-dashboards
0,https://www.kinexisdigital.com/pricing/ppc-management,,,false,307,0,https://www.kinexisdigital.com/en/pricing/ppc-management,200,,,https://www.kinexisdigital.com/en/pricing/ppc-management,200,false,2,0,https://www.kinexisdigital.com/en/pricing/ppc-management
0,https://www.kinexisdigital.com/industries/professional-services/dentists,,,false,307,0,https://www.kinexisdigital.com/en/industries/professional-services/dentists,200,,,https://www.kinexisdigital.com/en/industries/professional-services/dentists,200,false,2,0,https://www.kinexisdigital.com/en/industries/professional-services/dentists
0,http://www.kinexisdigital.com/services/local-seo,,,false,307,0,http://www.kinexisdigital.com/en/services/local-seo,200,,,http://www.kinexisdigital.com/en/services/local-seo,200,false,1,0,http://www.kinexisdigital.com/en/blog/local-seo-checklist
0,https://www.kinexisdigital.com/blog/landing-page-best-practices,,,false,307,0,https://www.kinexisdigital.com/en/blog/landing-page-best-practices,200,,,https://www.kinexisdigital.com/en/blog/landing-page-best-practices,200,false,2,0,https://www.kinexisdigital.com/en/blog/landing-page-best-practices
0,https://www.kinexisdigital.com/solutions/seo-for-dentists,,,false,307,0,https://www.kinexisdigital.com/en/solutions/seo-for-dentists,200,,,https://www.kinexisdigital.com/en/solutions/seo-for-dentists,200,false,2,0,https://www.kinexisdigital.com/en/solutions/seo-for-dentists
0,https://www.kinexisdigital.com/industries/healthcare/wellness,,,false,307,0,https://www.kinexisdigital.com/en/industries/healthcare/wellness,200,,,https://www.kinexisdigital.com/en/industries/healthcare/wellness,200,false,2,0,https://www.kinexisdigital.com/en/industries/healthcare/wellness
0,https://www.kinexisdigital.com/locations/toronto/seo,,,false,307,0,https://www.kinexisdigital.com/en/locations/toronto/seo,200,,,https://www.kinexisdigital.com/en/locations/toronto/seo,200,false,2,0,https://www.kinexisdigital.com/en/locations/toronto/seo
0,http://www.kinexisdigital.com/,,,false,307,0,http://www.kinexisdigital.com/en,200,,,http://www.kinexisdigital.com/en,200,false,0,0,
0,https://www.kinexisdigital.com/locations/bogota/ppc-management,,,false,307,0,https://www.kinexisdigital.com/en/locations/bogota/ppc-management,200,,,https://www.kinexisdigital.com/en/locations/bogota/ppc-management,200,false,2,0,https://www.kinexisdigital.com/en/locations/bogota/ppc-management
0,https://www.kinexisdigital.com/industries/ecommerce/shopify-brands,,,false,307,0,https://www.kinexisdigital.com/en/industries/ecommerce/shopify-brands,200,,,https://www.kinexisdigital.com/en/industries/ecommerce/shopify-brands,200,false,2,0,https://www.kinexisdigital.com/en/industries/ecommerce/shopify-brands
0,https://www.kinexisdigital.com/industries/financial-services,,,false,307,0,https://www.kinexisdigital.com/en/industries/financial-services,200,,,https://www.kinexisdigital.com/en/industries/financial-services,200,false,2,0,https://www.kinexisdigital.com/en/industries/financial-services
0,https://www.kinexisdigital.com/services/video-marketing,,,false,307,0,https://www.kinexisdigital.com/en/services/video-marketing,200,,,https://www.kinexisdigital.com/en/services/video-marketing,200,false,2,0,https://www.kinexisdigital.com/en/services/video-marketing
0,https://www.kinexisdigital.com/locations/cedar-rapids/web-design,,,false,307,0,https://www.kinexisdigital.com/en/locations/cedar-rapids/web-design,200,,,https://www.kinexisdigital.com/en/locations/cedar-rapids/web-design,200,false,2,0,https://www.kinexisdigital.com/en/locations/cedar-rapids/web-design
0,https://www.kinexisdigital.com/blog/website-conversion-optimization,,,false,307,0,https://www.kinexisdigital.com/en/blog/website-conversion-optimization,200,,,https://www.kinexisdigital.com/en/blog/website-conversion-optimization,200,false,2,0,https://www.kinexisdigital.com/en/blog/website-conversion-optimization
0,https://www.kinexisdigital.com/pricing/content-marketing,,,false,307,0,https://www.kinexisdigital.com/en/pricing/content-marketing,200,,,https://www.kinexisdigital.com/en/pricing/content-marketing,200,false,2,0,https://www.kinexisdigital.com/en/pricing/content-marketing
0,https://www.kinexisdigital.com/pricing/branding,,,false,307,0,https://www.kinexisdigital.com/en/pricing/branding,200,,,https://www.kinexisdigital.com/en/pricing/branding,200,false,2,0,https://www.kinexisdigital.com/en/pricing/branding
0,http://www.kinexisdigital.com/services/funnels,,,false,307,0,http://www.kinexisdigital.com/en/services/funnels,200,,,http://www.kinexisdigital.com/en/services/funnels,200,false,5,0,http://www.kinexisdigital.com/en/blog/landing-page-best-practices
0,https://www.kinexisdigital.com/industries/professional-services/consultants,,,false,307,0,https://www.kinexisdigital.com/en/industries/professional-services/consultants,200,,,https://www.kinexisdigital.com/en/industries/professional-services/consultants,200,false,2,0,https://www.kinexisdigital.com/en/industries/professional-services/consultants
0,https://www.kinexisdigital.com/industries/technology,,,false,307,0,https://www.kinexisdigital.com/en/industries/technology,200,,,https://www.kinexisdigital.com/en/industries/technology,200,false,2,0,https://www.kinexisdigital.com/en/industries/technology
0,https://www.kinexisdigital.com/services/social-media,,,false,307,0,https://www.kinexisdigital.com/en/services/social-media,200,,,https://www.kinexisdigital.com/en/services/social-media,200,false,2,0,https://www.kinexisdigital.com/en/services/social-media
0,https://www.kinexisdigital.com/industries/ecommerce/b2b-ecommerce,,,false,307,0,https://www.kinexisdigital.com/en/industries/ecommerce/b2b-ecommerce,200,,,https://www.kinexisdigital.com/en/industries/ecommerce/b2b-ecommerce,200,false,2,0,https://www.kinexisdigital.com/en/industries/ecommerce/b2b-ecommerce
0,https://www.kinexisdigital.com/blog/negative-keywords-guide,,,false,307,0,https://www.kinexisdigital.com/en/blog/negative-keywords-guide,200,,,https://www.kinexisdigital.com/en/blog/negative-keywords-guide,200,false,2,0,https://www.kinexisdigital.com/en/blog/negative-keywords-guide
0,https://www.kinexisdigital.com/locations/dallas/ppc-management,,,false,307,0,https://www.kinexisdigital.com/en/locations/dallas/ppc-management,200,,,https://www.kinexisdigital.com/en/locations/dallas/ppc-management,200,false,2,0,https://www.kinexisdigital.com/en/locations/dallas/ppc-management
0,https://www.kinexisdigital.com/about,,,false,307,0,https://www.kinexisdigital.com/en/about,200,,,https://www.kinexisdigital.com/en/about,200,false,2,0,https://www.kinexisdigital.com/en/about
0,https://www.kinexisdigital.com/locations/austin/ppc-management,,,false,307,0,https://www.kinexisdigital.com/en/locations/austin/ppc-management,200,,,https://www.kinexisdigital.com/en/locations/austin/ppc-management,200,false,2,0,https://www.kinexisdigital.com/en/locations/austin/ppc-management
0,https://www.kinexisdigital.com/locations/cedar-falls/ppc-management,,,false,307,0,https://www.kinexisdigital.com/en/locations/cedar-falls/ppc-management,200,,,https://www.kinexisdigital.com/en/locations/cedar-falls/ppc-management,200,false,2,0,https://www.kinexisdigital.com/en/locations/cedar-falls/ppc-management
0,http://www.kinexisdigital.com/services/google-ads,,,false,307,0,http://www.kinexisdigital.com/en/services/google-ads,200,,,http://www.kinexisdigital.com/en/services/google-ads,200,false,1,0,http://www.kinexisdigital.com/en/blog/quality-score-guide
0,https://www.kinexisdigital.com/industries/hospitality/cafes,,,false,307,0,https://www.kinexisdigital.com/en/industries/hospitality/cafes,200,,,https://www.kinexisdigital.com/en/industries/hospitality/cafes,200,false,2,0,https://www.kinexisdigital.com/en/industries/hospitality/cafes
0,https://www.kinexisdigital.com/locations/cedar-falls,,,false,307,0,https://www.kinexisdigital.com/en/locations/cedar-falls,200,,,https://www.kinexisdigital.com/en/locations/cedar-falls,200,false,2,0,https://www.kinexisdigital.com/en/locations/cedar-falls
0,https://www.kinexisdigital.com/,,,false,307,0,https://www.kinexisdigital.com/en,200,,,https://www.kinexisdigital.com/en,200,false,4,2,
0,https://www.kinexisdigital.com/industries/financial-services/financial-advisors,,,false,307,0,https://www.kinexisdigital.com/en/industries/financial-services/financial-advisors,200,,,https://www.kinexisdigital.com/en/industries/financial-services/financial-advisors,200,false,2,0,https://www.kinexisdigital.com/en/industries/financial-services/financial-advisors
